value	gene_132	gene_1475	gene_6915	gene_117	gene_3068	gene_2046	gene_452	gene_6962	gene_2773	gene_5886	gene_121	gene_4016	gene_4373	gene_1194	gene_1933	gene_4843	gene_3400	gene_4643	gene_6708	gene_6086	gene_6341	gene_4213	gene_4582	gene_4585	gene_5718	gene_79	gene_6660	gene_4803	gene_1621	gene_2065	gene_5055	gene_119	gene_6256	gene_1235	gene_5764	gene_6825	gene_185	gene_5691	gene_2756	gene_941	gene_3471	gene_2028	gene_2158	gene_1384	gene_3406	gene_3018	gene_4575	gene_4172	gene_3672	gene_1188	gene_6557	gene_5907	gene_6651	gene_221	gene_6016	gene_1930	gene_1675	gene_1284	gene_3416	gene_4720	gene_1449	gene_4760	gene_6903	gene_5141	gene_92	gene_2	gene_2480	gene_4417	gene_5327	gene_3751	gene_860	gene_1872	gene_4276	gene_858	gene_1060	gene_3214	gene_2378	gene_3607	gene_130	gene_4413	gene_803	gene_4099	gene_2923	gene_6775	gene_6040	gene_3191	gene_1746	gene_3148	gene_5232	gene_5696	gene_6211	gene_5360	gene_6221	gene_226	gene_2564	gene_123	gene_3603	gene_195	gene_2600	gene_1866	.cluster
1	-0.8673053265176918	-0.0516481557659928	-0.8673053265176918	1.4261957989409564	1.0542202630696031	-0.00658844266881996	-0.8190940838129047	1.5260024605638824	0.28383053028960403	2.7830070510119747	1.4395411244659395	0.9927790969962292	0.4288297874069967	-0.8673053265176918	-0.8673053265176918	-0.8673053265176918	-0.8673053265176918	-0.8673053265176918	0.3433808457229279	0.983995657344045	0.24592807543152664	1.9141915676087	0.4758342769142842	0.5536540226655765	-0.8673053265176918	-0.8673053265176918	0.46101491517286586	0.6026776564601329	0.13297908810698791	-0.16744048165572828	-0.8673053265176918	1.5942025146468606	0.02777188200238936	0.1832847012746776	1.8485384341815545	-0.4380593651061625	-0.39956906493385647	0.5015417349579782	0.2039418913050135	1.8097522881002177	1.7262584873854154	-0.8673053265176918	-0.7516673792542047	-0.4429990349719852	1.9661725036314917	1.9848202527543823	1.0040599211242998	-0.8113250854651435	0.06613468510302403	-0.8673053265176918	0.33180873757672064	0.8280067668808306	0.4322772600820508	-0.8673053265176918	1.2388475069425846	-0.1429492825152842	0.5431900246318973	0.12553622911726903	0.38629919618228914	1.1705632740698118	0.552167243748036	0.4288297874069967	0.05535417760693614	-0.689323839217314	-0.8673053265176918	-0.7884464228806672	0.28176977643482864	-0.8673053265176918	0.48395399119572213	0.20620561978955057	-0.4940888571629204	-0.323278375190098	-0.2938007246979003	0.8786687106874941	2.0958297574639455	-0.8673053265176918	-0.4090250792284704	0.552167243748036	0.43055531930450813	-0.8673053265176918	0.36418494675127294	0.18095729539410457	0.9386228732554492	1.0654993972608071	-0.4479683727025224	0.0794157446568711	0.7367944876210176	-0.1603687100158022	-0.7809586591532116	0.5109797716488679	1.7563102165790527	-0.23396317015564325	0.4148944307124679	1.8252300690452372	0.578528872516189	2.8904601816239732	-0.8673053265176918	1.3180013285100078	0.3899281153548043	-0.8673053265176918	1
1	-0.8303318736091496	0.1326017536132078	-0.509203025212379	0.45455013014219375	0.9812020580962963	0.3606276436266449	-0.8303318736091496	1.4816857638253127	-0.6674494962761692	2.7363303310387725	0.6876320275773471	1.0847275876832574	1.3278502282749598	-0.8303318736091496	-0.8303318736091496	-0.17339769846478462	-0.8303318736091496	-0.560593148125523	0.22795560309738816	0.9388561781378923	0.2097522250776412	1.8929712786251391	0.4863482958650288	1.8138096538149888	-0.8303318736091496	-0.13746569639974032	-0.02896704323747808	0.2120498936243707	2.27400801481788	-0.14098879129255298	-0.7448486752876228	0.6914746537009807	-0.1064217086706168	0.23467891006219316	2.16126465254056	-0.8303318736091496	-0.7522615611723434	-0.8303318736091496	0.3548659436701676	2.0509149745464494	1.9648822722586028	-0.8303318736091496	-0.07325449360034929	-0.17339769846478462	1.2930399635731122	1.9803933009987809	0.910011003968452	-0.8303318736091496	0.1476318688822529	-0.8303318736091496	0.06956155644544673	1.5458254609059612	0.1981662002357023	-0.8303318736091496	1.5503162523069356	-0.42511712906927696	0.6746915009410445	0.38513703916544617	-0.08306441084884836	0.5042088672916691	0.5749459320043172	-0.07001045648961708	0.21890448006695	-0.8303318736091496	-0.602918637550841	-0.8303318736091496	0.00717639193939672	-0.7672916764413885	0.5232589886868004	0.5216882915615655	-0.5431024131133572	-0.6345487564676348	-0.49820798361947377	0.95753699461251085	1.3243170022367778	-0.8303318736091496	0.6053139011274495	0.15258123922639544	0.1887779221069369	-0.8303318736091496	0.4285441903572729	0.02466712695156332	0.7957251431623087	0.7104219510605632	-0.8303318736091496	0.42501350256404957	0.4928881972707757	-0.8303318736091496	-0.22650729719829313	0.95753699461251085	1.145656654043696	-0.602918637550841	0.3625392391262498	2.0965317891906974	0.2886587992510133	2.3457432740238104	-0.8303318736091496	1.6861881409415225	0.04179217507562046	-0.8303318736091496	1
1	0.01209523263605388	-0.3826604593141245	-0.8490007816450141	1.504839129121196	0.9244110896435032	-0.7564410114195715	-0.4252825131165192	1.530955337829924	0.04827690873409688	3.1119170879737266	1.4296452675754006	1.0868658128914324	0.6358904294896904	-0.8490007816450141	-0.4651312625531737	0.35736008075106895	-0.8490007816450141	-0.8490007816450141	0.23052658171831508	0.9446466086350755	0.6619864944746757	1.7527371585679703	0.6658299714544789	0.8645288225264179	-0.8490007816450141	-0.8490007816450141	0.5433306592642463	0.4304431167790503	0.31133453263346933	0.16949707054389454	-0.4910616103110583	1.641454403792618	0.4149513221690188	-0.8490007816450141	1.9151571566554972	-0.33777348575493005	-0.1939761312607122	-0.7138189576171761	0.23052658171831508	2.0603661461978713	1.9697693762417396	-0.33777348575493005	-0.2707215036413367	-0.8490007816450141	1.8693201726470068	2.4996184645018085	0.9802011822301024	-0.8490007816450141	0.3830573080989339	-0.8490007816450141	0.07505758176500112	1.8185785807158743	0.3757973727325473	-0.3780591099551237	0.8584937900107025	-0.4204353929494158	0.8031536755656451	0.2667372968503685	0.5580470457167663	0.9802011822301024	0.2667372968503685	0.27914367237656534	0.6658299714544789	-0.8490007816450141	-0.8014103879804956	-0.8490007816450141	-0.03174735043601383	-0.8490007816450141	0.402695655001319	0.5551249053868861	-0.8490007816450141	-0.8490007816450141	-0.6933140140991658	0.6358904294896904	2.2372211103126873	-0.8490007816450141	0.26046271527807424	0.7214117767488798	0.7712070768624234	-0.8490007816450141	0.04281376227121172	0.2129143121716979	1.2332263136750037	0.7484235255631787	-0.32048739392836867	0.4270258007016687	0.9819389219302518	-0.8490007816450141	-0.22381460401072276	1.137188012582818	1.0258692021722502	0.06977123741363106	0.7356162626199539	1.9375498875276536	-0.08445837122480349	3.0326590188255125	-0.8490007816450141	1.3243034910807796	-0.2952254620773055	-0.8490007816450141	2
1	-0.820341545018315	-0.4446921561838634	-0.8040791034625469	0.05119037765775085	1.1910715707143025	0.1297199073541699	-0.820341545018315	1.0836378790767431	-0.5738877122845617	2.4970325804956603	-0.820341545018315	0.4275229084409629	1.2505621606720223	-0.820341545018315	-0.820341545018315	-0.820341545018315	-0.820341545018315	-0.7495701404178106	0.29732841478593885	1.0836378790767431	0.11670495250938018	1.6548869382550044	0.26730634977666534	0.6713769718032421	-0.820341545018315	-0.820341545018315	-0.13991286716832135	0.04834383594413543	-0.06785934897804359	-0.07115084221057628	-0.820341545018315	-0.820341545018315	-0.820341545018315	0.4130196359176515	2.024785313997297	-0.820341545018315	-0.820341545018315	-0.509559529762121	0.579642699632121	2.1061807779679818	1.3469221691996365	-0.820341545018315	-0.2719023920563875	0.18947181446003863	0.9400307626373284	1.943837388398614	0.7847004501010085	-0.820341545018315	-0.1435068617979693	-0.820341545018315	0.1297199073541699	2.551162093621652	0.396391310434175	-0.820341545018315	1.2058308517610428	-0.28463484031387337	-0.820341545018315	-0.05159690742227455	0.2585230953336187	1.0224053078678936	0.5691236441296444	0.1450703816178258	0.25631252478713445	0.09813037963778833	-0.820341545018315	-0.820341545018315	0.06247889165129484	-0.820341545018315	0.3982556164837558	-0.29323414885803134	-0.39429435346522634	-0.820341545018315	-0.4140839004950381	0.2361449678716365	0.6660182156785308	-0.820341545018315	0.2247229970707529	-0.20325876890383887	-0.820341545018315	-0.820341545018315	0.2585230953336187	0.37941932140328827	0.8686622354847042	0.7753416426937616	-0.4499063099678103	0.7502549564595251	0.00140383396409795	-0.3797589923822868	-0.3991972125780125	1.0258814039029849	1.1946098203158952	0.13229832850575304	0.11407702558799213	2.1494669050585435	0.37176214273829206	1.795696574920136	-0.820341545018315	1.8737207755603984	0.00140383396409795	-0.820341545018315	1
1	-0.8278242189282148	0.04256930823506877	-0.6388920151013564	1.2130516742531572	0.8408590205892369	0.06206750915041118	0.12813680483147852	1.3783219799566482	-0.26118128167835175	2.9053695521623473	1.0355009354839388	0.6571125620073134	0.46969430823593983	-0.8278242189282148	-0.2058708131706566	0.29724557681061337	-0.8278242189282148	-0.45388262879177194	-0.04043599920605584	0.7111175778163116	0.5040684451572562	1.5054385947493776	0.4646635664796361	0.6162293954846793	-0.4334442403598895	-0.48017084102303736	-0.12587439418523624	-0.803660106321992	1.591193262396208	0.13571793757558337	0.36648222614598774	0.7320013284171477	0.2826656981554315	1.4954892676148512	1.7884021157212613	-0.6196559992285199	-0.7725137504205205	-0.6454059376579873	0.38708451355130213	1.992516296438554	1.922375409190201	-0.3750270406953609	0.17500443766189197	-0.8278242189282148	1.1849657857493232	1.945514862034197	0.9216647940876876	-0.8278242189282148	0.32962576817773565	-0.8278242189282148	0.2548789489117021	2.568192396930658	-0.632429586542129	-0.8278242189282148	1.0211511811408094	-0.31612396110239843	0.8822599154100667	-0.8278242189282148	0.04818783863698905	0.35116575084116075	-0.2370171690721282	0.0537680169967013	-0.1121346933589176	-0.31176398833816177	-0.8278242189282148	-0.8278242189282148	0.526206938043808	-0.6719934177684762	0.6781087197754891	0.00802221183875397	-0.10873554935338373	-0.8278242189282148	-0.8278242189282148	0.7722334126542885	1.9008875866307449	-0.8278242189282148	0.42149128861355295	-0.04670034369464415	0.7307875301904062	-0.8278242189282148	-0.8278242189282148	0.5401286304013594	0.385232886586363	0.4612924567312515	-0.30311318850585073	1.0602253891815965	0.28894608465690347	-0.5018275500314207	0.0197008812514999	1.1413080863384817	0.8982505075024824	0.1629289898087096	0.5613240794809866	2.2089911206680832	0.10756985955776203	2.691270848468781	-0.8278242189282148	0.9702060302473856	-0.7879386034207898	-0.8278242189282148	1
1	-0.7877427294795467	0.00665844381284639	-0.07686179117972289	1.278592490961839	0.6911683801030394	-0.4424251711545909	-0.7877427294795467	1.2836754519704152	-0.7877427294795467	2.9831139184990607	0.6140392196545409	0.7420941800632181	-0.48045220380667153	-0.7877427294795467	-0.7877427294795467	-0.7877427294795467	-0.7877427294795467	-0.7877427294795467	0.1743071761585913	0.2876859534287203	0.8275235440283767	0.5027168444477567	-0.7404283545470092	0.619798111663098	-0.42665767826180534	-0.7877427294795467	-0.7877427294795467	-0.4694044093088046	1.55062353387291	0.06835902836289556	-0.3713297552826641	0.4226691751307942	0.7258910256901114	1.5928206322560972	1.8754420836448615	-0.7877427294795467	-0.22490696268146484	-0.2330678391090568	0.4601940208527748	1.2380820608865764	1.4920244993198166	0.6212314754414646	-0.7877427294795467	-0.7877427294795467	0.7628064902430834	2.139702171115037	0.7876837207693943	-0.7877427294795467	0.0217799305192026	-0.7877427294795467	0.22251126064770596	2.472536976793753	-0.2580544373194979	-0.3473752048892616	0.6326081991202707	-0.27514981336936245	0.6466085523175676	-0.7877427294795467	-0.4585049118380315	1.3346147281086322	0.8418371415110825	0.17925841326513536	-0.3195324645515586	0.29627863011620637	-0.7877427294795467	-0.7877427294795467	-0.4010404001209454	-0.771662988796107	-0.00874999518525509	-0.32870770759400625	-0.07686179117972289	-0.29703794104276715	-0.10789743011607508	-0.1185119651801353	1.3061630532024466	-0.7877427294795467	-0.7877427294795467	-0.7877427294795467	0.552528723447144	-0.7877427294795467	0.4893502813958519	-0.09050917746444298	-0.01186708296546452	0.5010580075693141	-0.48045220380667153	0.8494412139202011	-0.7877427294795467	-0.5623056567505729	-0.550094894772649	0.859114396914289	1.1563910080171362	-0.6000799266396495	-0.09050917746444298	1.9377759986370071	0.16179536667713745	2.670231493031233	-0.5087477625259291	1.0647236164116147	-0.20485655213182807	-0.7877427294795467	1
0	0.9328714922946244	-0.8876812645202893	1.1713818278611507	2.459064949850509	0.4350921957584958	0.93093863805295	0.081459535980999	0.8606248013740617	-0.32177386286068416	2.8873666085979326	2.0795678007038383	0.1246489194936367	-0.8876812645202893	-0.8876812645202893	0.20244645007851655	-0.8876812645202893	-0.8876812645202893	-0.08806616592577915	-0.5380801935941674	0.5447106193516242	0.4670632067616051	0.3625627767957133	-0.8876812645202893	-0.8876812645202893	-0.8876812645202893	-0.2746378759948781	-0.8876812645202893	-0.8876812645202893	-0.8876812645202893	-0.8876812645202893	0.5692404485320025	2.0434485225552628	-0.8876812645202893	0.6478201678701986	1.860838819492664	-0.35373313130805245	-0.8876812645202893	-0.8876812645202893	0.559737924832534	0.9086745684504104	1.2383178181023782	-0.8876812645202893	-0.23339173608480687	0.07740597650971875	0.9238082221921616	1.8828702880481365	-0.8876812645202893	-0.8876812645202893	-0.127155351416481	-0.7397707616089559	0.4475518894693589	1.4671961828835105	0.07740597650971875	1.0343641312791367	0.4287831984605352	-0.8876812645202893	0.5501124319239185	-0.8876812645202893	-0.8876812645202893	-0.8876812645202893	0.3429133917297247	-0.8876812645202893	-0.4629716483761994	-0.8876812645202893	-0.20910137125044595	0.7274162062617876	0.352802966194173	-0.8876812645202893	1.2344671124077558	-0.8876812645202893	-0.8876812645202893	-0.09060916437577692	-0.8876812645202893	0.8183173927319035	1.5977752486704808	1.287043062197612	-0.8876812645202893	-0.8876812645202893	1.303643488448865	-0.8876812645202893	1.1060234740753176	-0.8876812645202893	-0.8876812645202893	1.0104044635714815	0.13412454218508707	2.1239406352219095	-0.8876812645202893	0.29291414908355584	-0.8876812645202893	0.5909520007091869	1.3383884216869508	-0.8876812645202893	-0.8876812645202893	2.8873666085979326	-0.6374043582579729	2.8873666085979326	-0.519713178387473	0.212682753672339	0.5000229293788674	-0.8876812645202893	2
0	0.1572499674365965	-0.944362204504242	1.2432284395355724	2.2611662801317025	-0.944362204504242	0.8754541097709665	-0.944362204504242	0.0575618541253284	-0.2506252598652818	2.364071962779557	2.0221613221261556	0.8104029849393811	-0.944362204504242	-0.5353448181139651	0.7957170770557733	-0.5125276832041529	-0.944362204504242	0.5223623373695144	-0.6906215496192326	0.8810311618112276	0.30592265260361085	-0.944362204504242	-0.944362204504242	-0.944362204504242	-0.944362204504242	0.9179098159747452	-0.944362204504242	-0.944362204504242	-0.944362204504242	-0.944362204504242	0.4678605829475437	1.9534344120522984	-0.944362204504242	1.2974712769379655	1.7353945085716178	0.568169912136828	-0.944362204504242	-0.944362204504242	-0.04723642786726005	0.7888329951727842	1.331594219601313	0.758791196072017	-0.944362204504242	-0.944362204504242	1.362606864703829	1.2075196806465172	-0.944362204504242	0.800268918427044	-0.944362204504242	-0.944362204504242	0.4894672947353419	1.6503762198964442	0.1486234899970457	1.1399008422265786	-0.944362204504242	0.1572499674365965	1.0176795461846224	-0.944362204504242	0.31281241451491176	-0.944362204504242	-0.944362204504242	-0.944362204504242	-0.02460483095838262	-0.944362204504242	-0.1503626717236765	0.6466914802409195	-0.944362204504242	-0.4796462780702187	-0.944362204504242	-0.7780398399949543	-0.944362204504242	-0.944362204504242	-0.944362204504242	0.5529636197505984	0.186627326190687	0.9330687058229108	-0.944362204504242	0.5095625846721971	1.2384106945040327	-0.944362204504242	0.7888329951727842	0.0976108953943038	-0.944362204504242	-0.944362204504242	0.7911352644966589	2.159194633477753	-0.944362204504242	0.5586046719269675	-0.944362204504242	-0.944362204504242	0.9827941596778412	-0.944362204504242	-0.944362204504242	2.561781712605514	-0.944362204504242	2.5872496086507706	-0.944362204504242	-0.944362204504242	-0.944362204504242	-0.944362204504242	2
0	0.5287222149931619	-0.25159296737637143	1.2585479994099624	0.6664059942844524	0.9924759899047094	0.5570059475175663	-0.18370864038094176	0.7409800065395198	-0.5244422872028096	2.7139582021748088	-0.300196203825136	-0.08176186269691306	-0.850606784211732	-0.28367213043994477	-0.850606784211732	-0.850606784211732	-0.1482955848746693	-0.850606784211732	0.680366072424172	0.8093191780626625	-0.16227735805327653	1.1046946824189203	0.1993555352923662	0.8050086868554662	-0.18733575858007656	0.05879683629772658	-0.1110342683817318	-0.6235279517807125	0.03421660813970843	-0.5812647005849536	0.2477408879886743	-0.10443815349143608	-0.850606784211732	1.6606960087949625	1.81234570531856	-0.3213321037684044	-0.850606784211732	0.15752127938254057	0.3386014665216325	1.4516649826190495	0.6586897690037402	-0.3128120911704624	-0.850606784211732	-0.850606784211732	0.5843442223191916	1.7902947299579226	0.21728313110651737	-0.850606784211732	0.1159442126825582	-0.850606784211732	-0.01433004681316647	2.602869014631334	-0.6112282641584659	-0.850606784211732	1.2086519389487544	-0.850606784211732	0.3704600982900643	-0.850606784211732	0.1993555352923662	0.5686283642304991	0.5025590533452075	0.565738206405224	0.1159442126825582	0.09304621859950092	-0.850606784211732	-0.850606784211732	0.11844931054744896	-0.850606784211732	0.9715919494902996	0.4357867370705775	-0.850606784211732	0.1430871316066602	-0.5523601446088329	0.9474418375782224	0.8968910317986605	0.7027080512794007	-0.850606784211732	0.13086098746452382	0.2709008701946984	-0.850606784211732	0.8199970557405568	-0.850606784211732	0.33092146818427726	1.16182367809848	-0.6680945911973543	1.1128925204754876	0.5056808655835598	-0.736293560940848	-0.4560237727489655	0.4575544078212814	0.671509997203012	-0.7726512715821621	-0.850606784211732	2.290086013806007	0.21283793639602375	2.21095165925478	-0.4118014456141933	0.4169043623857742	0.06682878771839991	-0.850606784211732	1
0	0.45177832623086567	-0.32810952078296945	0.13281336808646307	2.008801566285537	0.9930756532998706	0.22157739507873023	-0.4796061796149935	1.314808972591048	-0.8553514327416996	2.4187537287397527	1.858030023907264	0.8213805028314433	-0.1892241304475968	0.02206800012355976	-0.5222877815946486	-0.8553514327416996	0.9169455433231104	0.03606213816698619	-0.2498183044925606	0.48135321789174634	0.285451739380287	0.8403618976497165	0.00495413036408231	0.7419149674904045	-0.5444901070997484	-0.8231341255993592	-0.6987690001608817	-0.8553514327416996	1.26350911595353	-0.46927351462108585	0.3523039857037762	1.647482485504209	-0.8553514327416996	1.943972728989831	1.770139786050114	0.07666856183408943	-0.8553514327416996	0.26260375217633153	0.08193419548064065	1.4424362585619126	1.0627446586033098	-0.372522284701609	-0.5731144679517058	-0.7055859358486608	0.986994131865192	1.764406068411	0.8382743843635714	-0.46927351462108585	-0.04250663718536977	-0.621095172878127	0.22157739507873023	1.919961298220615	-0.8553514327416996	-0.29009284285296866	0.3096727384127926	-0.8553514327416996	-0.15700682330525642	-0.8553514327416996	0.44337051448553255	0.3036841138126599	0.4399831445883717	0.09753155084713412	-0.4953530395132731	-0.646179138278659	-0.8074872518293779	-0.8553514327416996	-0.38170043645414553	-0.8553514327416996	0.5509425436426242	-0.8553514327416996	-0.8390848410728301	-0.8553514327416996	-0.8553514327416996	0.3016781640099079	1.6301303349568046	0.5757700559312343	0.4666988662615652	-0.6853025340435547	0.6040494764221416	-0.8553514327416996	1.0885756475836392	-0.8553514327416996	0.11283825528329187	0.7831672855929287	-0.8553514327416996	0.5222761182660761	-0.4744236006823261	-0.09613186442214058	-0.8553514327416996	0.8213805028314433	0.7775601919035172	-0.8553514327416996	-0.13963966401435268	2.081176050853347	-0.44899011281597895	3.0045220522658296	-0.7263828956798823	0.6630359615248147	-0.8553514327416996	0.5283948507362867	2
0	1.359606937502316	-0.8998455506584669	1.277883615962624	2.791536407660985	-0.10196493000704576	0.5383605464813612	0.6228312973310886	0.8183471230049026	-0.8861341124744686	1.955727841323748	2.421777908637184	0.413503633616828	-0.9648328688021116	-0.8929586687777082	-0.5428219444552905	-0.9648328688021116	0.0073882038102257	0.21807345324101865	-0.9648328688021116	1.1231661459274729	-0.9648328688021116	1.0738029224851222	-0.9648328688021116	0.7037527477349924	-0.9648328688021116	0.5995113091041531	-0.9648328688021116	-0.9648328688021116	-0.9648328688021116	-0.9648328688021116	0.6409815916434165	2.1154212738449822	-0.9648328688021116	1.2851697434142122	1.7816672548948238	0.6319610495787048	-0.8148777808375639	1.0626081263847242	-0.5009162570940136	0.9757708659711462	0.47962463189742033	0.10287378832043471	-0.9648328688021116	0.514352302285872	-0.2500969929511412	1.3973708096959052	0.42553113458239583	-0.03534891508484051	-0.5558616063734769	-0.4535221297508163	0.44205373065502074	1.86712230396714	-0.8594372245729791	0.8703752217420127	0.21964287800052257	-0.513245278163546	-0.9648328688021116	-0.9648328688021116	0.511163678825817	-0.08299265074655787	-0.9648328688021116	1.055396653022057	-0.9648328688021116	-0.9648328688021116	0.11377674920288576	0.604233355370786	0.7407815123822132	-0.9648328688021116	0.37495054281271417	-0.6246729891482404	-0.9648328688021116	0.8140825970797398	-0.5257792230684201	-0.47684692698936726	1.0697512897716892	-0.9648328688021116	0.08995117522563444	-0.9648328688021116	1.5208643965586794	1.020980683463783	0.9021113844174088	-0.9648328688021116	1.1569343802483203	-0.9648328688021116	-0.9648328688021116	0.9705760693682564	-0.9648328688021116	0.9258352914724404	-0.9648328688021116	0.08058324948027829	-0.03315354723228155	1.1381551278282047	0.800416931584999	1.9782863386760192	0.2827724485653399	2.86239795484785	0.8670604545378031	-0.10437038124839654	-0.4346211823304688	0.7095061906549761	2
